Date,Month,Year,Plate,Day,Well,Alive,Molted
24,February,2019,20-02-19 A,4,A2,1,1
24,February,2019,20-02-19 A,4,A3,1,1
24,February,2019,20-02-19 A,4,A4,1,0
24,February,2019,20-02-19 A,4,A5,1,1
24,February,2019,20-02-19 A,4,A6,1,1
24,February,2019,20-02-19 A,4,B1,1,1
24,February,2019,20-02-19 A,4,B2,1,0
24,February,2019,20-02-19 A,4,B3,1,0
24,February,2019,20-02-19 A,4,B4,1,1
24,February,2019,20-02-19 A,4,B5,1,0
24,February,2019,20-02-19 A,4,B6,0,0
24,February,2019,20-02-19 A,4,C1,1,1
24,February,2019,20-02-19 A,4,C2,1,1
24,February,2019,20-02-19 A,4,C3,1,1
24,February,2019,20-02-19 A,4,C4,1,0
24,February,2019,20-02-19 A,4,C5,1,0
24,February,2019,20-02-19 A,4,C6,1,1
24,February,2019,20-02-19 A,4,D1,1,1
24,February,2019,20-02-19 A,4,D2,1,1
24,February,2019,20-02-19 A,4,D3,0,0
24,February,2019,20-02-19 A,4,D4,1,1
24,February,2019,20-02-19 A,4,D5,1,1
24,February,2019,20-02-19 A,4,D6,1,1
24,February,2019,20-02-19 B,4,A1,0,0
24,February,2019,20-02-19 B,4,A2,1,1
24,February,2019,20-02-19 B,4,A3,1,1
24,February,2019,20-02-19 B,4,A4,1,1
24,February,2019,20-02-19 B,4,A5,1,1
24,February,2019,20-02-19 B,4,A6,0,0
24,February,2019,20-02-19 B,4,B1,1,0
24,February,2019,20-02-19 B,4,B2,1,1
24,February,2019,20-02-19 B,4,B3,0,0
24,February,2019,20-02-19 B,4,B4,1,0
24,February,2019,20-02-19 B,4,B5,1,0
24,February,2019,20-02-19 B,4,B6,1,1
24,February,2019,20-02-19 B,4,C1,1,1
24,February,2019,20-02-19 B,4,C2,1,0
24,February,2019,20-02-19 B,4,C3,1,1
24,February,2019,20-02-19 B,4,C4,0,0
24,February,2019,20-02-19 B,4,C5,1,0
24,February,2019,20-02-19 B,4,C6,1,0
24,February,2019,20-02-19 B,4,D1,1,1
24,February,2019,20-02-19 B,4,D2,1,0
24,February,2019,20-02-19 B,4,D3,1,0
24,February,2019,20-02-19 B,4,D4,1,0
24,February,2019,20-02-19 B,4,D5,1,1
24,February,2019,20-02-19 B,4,D6,0,0
25,February,2019,20-02-19 A,5,A1,0,0
25,February,2019,20-02-19 A,5,A2,0,0
25,February,2019,20-02-19 A,5,A3,0,0
25,February,2019,20-02-19 A,5,A4,1,1
25,February,2019,20-02-19 A,5,A5,1,0
25,February,2019,20-02-19 A,5,A6,1,0
25,February,2019,20-02-19 A,5,B1,1,0
25,February,2019,20-02-19 A,5,B2,1,0
25,February,2019,20-02-19 A,5,B3,1,0
25,February,2019,20-02-19 A,5,B4,1,0
25,February,2019,20-02-19 A,5,B5,1,0
25,February,2019,20-02-19 A,5,B6,0,0
25,February,2019,20-02-19 A,5,C1,0,0
25,February,2019,20-02-19 A,5,C2,0,0
25,February,2019,20-02-19 A,5,C3,0,0
25,February,2019,20-02-19 A,5,C4,0,0
25,February,2019,20-02-19 A,5,C5,1,0
25,February,2019,20-02-19 A,5,C6,0,0
25,February,2019,20-02-19 A,5,D1,0,0
25,February,2019,20-02-19 A,5,D2,0,0
25,February,2019,20-02-19 A,5,D3,0,0
25,February,2019,20-02-19 A,5,D4,1,0
25,February,2019,20-02-19 A,5,D5,0,0
25,February,2019,20-02-19 A,5,D6,0,0
25,February,2019,20-02-19 B,5,A1,0,0
25,February,2019,20-02-19 B,5,A2,1,0
25,February,2019,20-02-19 B,5,A3,1,0
25,February,2019,20-02-19 B,5,A4,1,0
25,February,2019,20-02-19 B,5,A5,1,0
25,February,2019,20-02-19 B,5,A6,0,0
25,February,2019,20-02-19 B,5,B1,1,0
25,February,2019,20-02-19 B,5,B2,1,0
25,February,2019,20-02-19 B,5,B3,0,0
25,February,2019,20-02-19 B,5,B4,1,0
25,February,2019,20-02-19 B,5,B5,1,0
25,February,2019,20-02-19 B,5,B6,1,1
25,February,2019,20-02-19 B,5,C1,1,0
25,February,2019,20-02-19 B,5,C2,0,0
25,February,2019,20-02-19 B,5,C3,0,0
25,February,2019,20-02-19 B,5,C4,0,0
25,February,2019,20-02-19 B,5,C5,0,0
25,February,2019,20-02-19 B,5,C6,0,0
25,February,2019,20-02-19 B,5,D1,0,0
25,February,2019,20-02-19 B,5,D2,1,0
25,February,2019,20-02-19 B,5,D3,1,0
25,February,2019,20-02-19 B,5,D4,0,0
25,February,2019,20-02-19 B,5,D5,1,0
25,February,2019,20-02-19 B,5,D6,0,0
26,February,2019,20-02-19 A,6,A1,0,0
26,February,2019,20-02-19 A,6,A2,0,0
26,February,2019,20-02-19 A,6,A3,0,0
26,February,2019,20-02-19 A,6,A4,1,1
26,February,2019,20-02-19 A,6,A5,1,1
26,February,2019,20-02-19 A,6,A6,0,0
26,February,2019,20-02-19 A,6,B1,0,0
26,February,2019,20-02-19 A,6,B2,1,1
26,February,2019,20-02-19 A,6,B3,1,0
26,February,2019,20-02-19 A,6,B4,1,0
26,February,2019,20-02-19 A,6,B5,1,0
26,February,2019,20-02-19 A,6,B6,0,0
26,February,2019,20-02-19 A,6,C1,0,0
26,February,2019,20-02-19 A,6,C2,0,0
26,February,2019,20-02-19 A,6,C3,0,0
26,February,2019,20-02-19 A,6,C4,0,0
26,February,2019,20-02-19 A,6,C5,0,0
26,February,2019,20-02-19 A,6,C6,0,0
26,February,2019,20-02-19 A,6,D1,0,0
26,February,2019,20-02-19 A,6,D2,0,0
26,February,2019,20-02-19 A,6,D3,0,0
26,February,2019,20-02-19 A,6,D4,0,0
26,February,2019,20-02-19 A,6,D5,0,0
26,February,2019,20-02-19 A,6,D6,0,0
26,February,2019,20-02-19 B,6,A1,0,0
26,February,2019,20-02-19 B,6,A2,1,1
26,February,2019,20-02-19 B,6,A3,0,0
26,February,2019,20-02-19 B,6,A4,0,0
26,February,2019,20-02-19 B,6,A5,0,0
26,February,2019,20-02-19 B,6,A6,0,0
26,February,2019,20-02-19 B,6,B1,0,0
26,February,2019,20-02-19 B,6,B2,0,0
26,February,2019,20-02-19 B,6,B3,0,0
26,February,2019,20-02-19 B,6,B4,1,1
26,February,2019,20-02-19 B,6,B5,0,0
26,February,2019,20-02-19 B,6,B6,0,0
26,February,2019,20-02-19 B,6,C1,1,1
26,February,2019,20-02-19 B,6,C2,0,0
26,February,2019,20-02-19 B,6,C3,0,0
26,February,2019,20-02-19 B,6,C4,0,0
26,February,2019,20-02-19 B,6,C5,0,0
26,February,2019,20-02-19 B,6,C6,0,0
26,February,2019,20-02-19 B,6,D1,0,0
26,February,2019,20-02-19 B,6,D2,0,0
26,February,2019,20-02-19 B,6,D3,1,1
26,February,2019,20-02-19 B,6,D4,0,0
26,February,2019,20-02-19 B,6,D5,0,0
26,February,2019,20-02-19 B,6,D6,0,0
27,February,2019,20-02-19 A,7,A1,0,0
27,February,2019,20-02-19 A,7,A2,0,0
27,February,2019,20-02-19 A,7,A3,0,0
27,February,2019,20-02-19 A,7,A4,0,0
27,February,2019,20-02-19 A,7,A5,1,0
27,February,2019,20-02-19 A,7,A6,0,0
27,February,2019,20-02-19 A,7,B1,0,0
27,February,2019,20-02-19 A,7,B2,0,0
27,February,2019,20-02-19 A,7,B3,0,0
27,February,2019,20-02-19 A,7,B4,0,0
27,February,2019,20-02-19 A,7,B5,0,0
27,February,2019,20-02-19 A,7,B6,0,0
27,February,2019,20-02-19 A,7,C1,0,0
27,February,2019,20-02-19 A,7,C2,0,0
27,February,2019,20-02-19 A,7,C3,0,0
27,February,2019,20-02-19 A,7,C4,0,0
27,February,2019,20-02-19 A,7,C5,0,0
27,February,2019,20-02-19 A,7,C6,0,0
27,February,2019,20-02-19 A,7,D1,0,0
27,February,2019,20-02-19 A,7,D2,0,0
27,February,2019,20-02-19 A,7,D3,0,0
27,February,2019,20-02-19 A,7,D4,0,0
27,February,2019,20-02-19 A,7,D5,0,0
27,February,2019,20-02-19 A,7,D6,0,0
27,February,2019,20-02-19 B,7,A1,0,0
27,February,2019,20-02-19 B,7,A2,0,0
27,February,2019,20-02-19 B,7,A3,0,0
27,February,2019,20-02-19 B,7,A4,0,0
27,February,2019,20-02-19 B,7,A5,0,0
27,February,2019,20-02-19 B,7,A6,0,0
27,February,2019,20-02-19 B,7,B1,0,0
27,February,2019,20-02-19 B,7,B2,0,0
27,February,2019,20-02-19 B,7,B3,0,0
27,February,2019,20-02-19 B,7,B4,0,0
27,February,2019,20-02-19 B,7,B5,0,0
27,February,2019,20-02-19 B,7,B6,0,0
27,February,2019,20-02-19 B,7,C1,0,0
27,February,2019,20-02-19 B,7,C2,0,0
27,February,2019,20-02-19 B,7,C3,0,0
27,February,2019,20-02-19 B,7,C4,0,0
27,February,2019,20-02-19 B,7,C5,0,0
27,February,2019,20-02-19 B,7,C6,0,0
27,February,2019,20-02-19 B,7,D1,0,0
27,February,2019,20-02-19 B,7,D2,0,0
27,February,2019,20-02-19 B,7,D3,0,0
27,February,2019,20-02-19 B,7,D4,0,0
27,February,2019,20-02-19 B,7,D5,0,0
27,February,2019,20-02-19 B,7,D6,0,0
