Day,Month,Year,Plate,Day,Well,Alive,Molted
24,September,2019,20-09-19 A(H),4,C1,1,0
24,September,2019,20-09-19 A(H),4,C2,0,0
24,September,2019,20-09-19 A(H),4,C3,0,0
24,September,2019,20-09-19 A(H),4,C4,0,0
24,September,2019,20-09-19 B(H),4,A1,0,0
24,September,2019,20-09-19 B(H),4,A2,0,0
24,September,2019,20-09-19 B(H),4,A3,0,0
24,September,2019,20-09-19 B(H),4,A4,0,0
24,September,2019,20-09-19 B(H),4,B1,0,0
24,September,2019,20-09-19 B(H),4,B2,0,0
24,September,2019,20-09-19 B(H),4,B3,0,0
24,September,2019,20-09-19 B(H),4,B4,0,0
24,September,2019,20-09-19 B(H),4,C1,0,0
24,September,2019,20-09-19 B(H),4,C2,0,0
24,September,2019,20-09-19 B(H),4,C3,0,0
24,September,2019,20-09-19 B(H),4,C4,0,0
24,September,2019,20-09-19 C(L),4,A1,1,1
24,September,2019,20-09-19 C(L),4,A2,1,0
24,September,2019,20-09-19 C(L),4,A3,1,1
24,September,2019,20-09-19 C(L),4,A4,1,0
24,September,2019,20-09-19 C(L),4,B1,1,0
24,September,2019,20-09-19 C(L),4,B2,1,0
24,September,2019,20-09-19 C(L),4,B3,1,1
24,September,2019,20-09-19 C(L),4,B4,0,0
24,September,2019,20-09-19 C(L),4,C1,1,0
24,September,2019,20-09-19 C(L),4,C2,1,1
24,September,2019,20-09-19 C(L),4,C3,1,1
24,September,2019,20-09-19 C(L),4,C4,1,1
24,September,2019,20-09-19 D(L),4,A1,0,0
24,September,2019,20-09-19 D(L),4,A2,0,0
24,September,2019,20-09-19 D(L),4,A3,0,0
24,September,2019,20-09-19 D(L),4,A4,0,0
24,September,2019,20-09-19 D(L),4,B1,0,0
24,September,2019,20-09-19 D(L),4,B2,0,0
24,September,2019,20-09-19 D(L),4,B3,0,0
24,September,2019,20-09-19 D(L),4,B4,0,0
24,September,2019,20-09-19 D(L),4,C1,0,0
24,September,2019,20-09-19 D(L),4,C2,0,0
24,September,2019,20-09-19 D(L),4,C3,0,0
24,September,2019,20-09-19 D(L),4,C4,0,0
